chat_sample, dataset_origin
"[INST] Necesito una expresión cron que ejecute una tarea cada 6 horas, ¿puedes ayudarme a crearla? [/INST] Sí, la expresión cron para ejecutar una tarea cada 6 horas sería ""0 */6 * * *"".[/END]", gestorjobs
"[INST] ¿Podrías darme la expresión cron para ejecutar una tarea cada 5 minutos? [/INST] Sí, la expresión cron para ejecutar una tarea cada 5 minutos sería ""*/5 * * * *"".[/END]", gestorjobs
"[INST] Quiero ejecutar un script todos los viernes a las 8:00 AM, ¿cuál sería la expresión cron adecuada? [/INST] La expresión cron para ejecutar un script todos los viernes a las 8:00 AM sería ""0 8 * * 5"".[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una expresión cron para ejecutar un script todos los días a las 2:00 AM? [/INST] La expresión cron para ejecutar un script todos los días a las 2:00 AM sería ""0 2 * * *"".[/END]", gestorjobs
"[INST] Necesito una expresión cron que ejecute una tarea cada 12 horas, ¿puedes ayudarme a crearla? [/INST] Sí, la expresión cron para ejecutar una tarea cada 12 horas sería ""0 */12 * * *"".[/END]", gestorjobs
"[INST] ¿Podrías darme la expresión cron para ejecutar una tarea cada 3 minutos? [/INST] Sí, la expresión cron para ejecutar una tarea cada 3 minutos sería ""*/3 * * * *"".[/END]", gestorjobs
"[INST] Quiero ejecutar un script todos los lunes a las 3:00 PM, ¿cuál sería la expresión cron adecuada? [/INST] La expresión cron para ejecutar un script todos los lunes a las 3:00 PM sería ""0 15 * * 1"".[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una expresión cron para ejecutar un script todos los días a las 5:00 AM? [/INST] La expresión cron para ejecutar un script todos los días a las 5:00 AM sería ""0 5 * * *"".[/END]", gestorjobs
"[INST] Necesito una expresión cron que ejecute una tarea cada 8 horas, ¿puedes ayudarme a crearla? [/INST] Sí, la expresión cron para ejecutar una tarea cada 8 horas sería ""0 */8 * * *"".[/END]", gestorjobs
"[INST] ¿Podrías darme la expresión cron para ejecutar una tarea cada 7 minutos? [/INST] Sí, la expresión cron para ejecutar una tarea cada 7 minutos sería ""*/7 * * * *"".[/END]", gestorjobs
"[INST] Quiero ejecutar un script todos los sábados a las 10:00 PM, ¿cuál sería la expresión cron adecuada? [/INST] La expresión cron para ejecutar un script todos los sábados a las 10:00 PM sería ""0 22 * * 6"".[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una expresión cron para ejecutar un script todos los días a las 9:00 AM? [/INST] La expresión cron para ejecutar un script todos los días a las 9:00 AM sería ""0 9 * * *"".[/END]", gestorjobs
"[INST] Necesito una expresión cron que ejecute una tarea cada 2 horas, ¿puedes ayudarme a crearla? [/INST] Sí, la expresión cron para ejecutar una tarea cada 2 horas sería ""0 */2 * * *"".[/END]", gestorjobs
"[INST] ¿Podrías darme la expresión cron para ejecutar una tarea cada 15 minutos? [/INST] Sí, la expresión cron para ejecutar una tarea cada 15 minutos sería ""*/15 * * * *"".[/END]", gestorjobs
"[INST] Quiero ejecutar un script todos los viernes a las 5:00 PM, ¿cuál sería la expresión cron adecuada? [/INST] La expresión cron para ejecutar un script todos los viernes a las 5:00 PM sería ""0 17 * * 5"".[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una expresión cron para ejecutar un script todos los días a las 7:00 PM? [/INST] La expresión cron para ejecutar un script todos los días a las 7:00 PM sería ""0 19 * * *"".[/END]", gestorjobs
"[INST] Necesito una expresión cron que ejecute una tarea cada 3 horas, ¿puedes ayudarme a crearla? [/INST] Sí, la expresión cron para ejecutar una tarea cada 3 horas sería ""0 */3 * * *"".[/END]", gestorjobs
"[INST] ¿Podrías darme la expresión cron para ejecutar una tarea cada 10 minutos? [/INST] Sí, la expresión cron para ejecutar una tarea cada 10 minutos sería ""*/10 * * * *"".[/END]", gestorjobs
"[INST] Quiero ejecutar un script todos los domingos a las 8:00 AM, ¿cuál sería la expresión cron adecuada? [/INST] La expresión cron para ejecutar un script todos los domingos a las 8:00 AM sería ""0 8 * * 0"".[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una expresión cron para ejecutar un script todos los días a las 6:00 AM? [/INST] La expresión cron para ejecutar un script todos los días a las 6:00 AM sería ""0 6 * * *"".[/END]", gestorjobs
"[INST] Necesito una expresión cron que ejecute una tarea cada 5 horas, ¿puedes ayudarme a crearla? [/INST] Sí, la expresión cron para ejecutar una tarea cada 5 horas sería ""0 */5 * * *"".[/END]", gestorjobs
"[INST] ¿Podrías darme la expresión cron para ejecutar una tarea cada 1 hora? [/INST] Sí, la expresión cron para ejecutar una tarea cada 1 hora sería ""0 * * * *"".[/END]", gestorjobs
"[INST] Quiero ejecutar un script todos los jueves a las 9:00 AM, ¿cuál sería la expresión cron adecuada? [/INST] La expresión cron para ejecutar un script todos los jueves a las 9:00 AM sería ""0 9 * * 4"".[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una expresión cron para ejecutar un script todos los días a las 1:00 PM? [/INST] La expresión cron para ejecutar un script todos los días a las 1:00 PM sería ""0 13 * * *"".[/END]", gestorjobs
"[INST] Necesito una expresión cron que ejecute una tarea cada 4 horas, ¿puedes ayudarme a crearla? [/INST] Sí, la expresión cron para ejecutar una tarea cada 4 horas sería ""0 */4 * * *"".[/END]", gestorjobs
"[INST] ¿Podrías darme la expresión cron para ejecutar una tarea cada 45 minutos? [/INST] Sí, la expresión cron para ejecutar una tarea cada 45 minutos sería ""*/45 * * * *"".[/END]", gestorjobs
"[INST] Quiero ejecutar un script todos los sábados a las 3:00 PM, ¿cuál sería la expresión cron adecuada? [/INST] La expresión cron para ejecutar un script todos los sábados a las 3:00 PM sería ""0 15 * * 6"".[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una expresión cron para ejecutar un script todos los días a las 8:00 PM? [/INST] La expresión cron para ejecutar un script todos los días a las 8:00 PM sería ""0 20 * * *"".[/END]", gestorjobs
"[INST] Necesito una expresión cron que ejecute una tarea cada 6 horas, ¿puedes ayudarme a crearla? [/INST] Sí, la expresión cron para ejecutar una tarea cada 6 horas sería ""0 */6 * * *"".[/END]", gestorjobs
"[INST] ¿Podrías darme la expresión cron para ejecutar una tarea cada 5 minutos? [/INST] Sí, la expresión cron para ejecutar una tarea cada 5 minutos sería ""*/5 * * * *"".[/END]", gestorjobs
"[INST] Si quiero una tarea que se ejecute cada 10 minutos pero solo los días pares del mes, ¿cómo se expresaría en cron? [/INST] La expresión cron es */10 * */2 * * .[/END]", gestorjobs
"[INST] ¿Cuál sería la expresión cron para una tarea que se ejecute a las 9:00 AM los días laborables pero no los viernes? [/INST] La expresión cron es 0 9 * * 1-4 .[/END]", gestorjobs
"[INST] Si quiero una tarea que se ejecute cada 30 minutos pero solo durante las últimas 4 horas del día, ¿cómo se expresaría en cron? [/INST] La expresión cron es */30 20-23 * * * .[/END]", gestorjobs
"[INST] ¿Cómo se expresaría en cron una tarea que se ejecuta cada hora durante los primeros 5 días de la semana? [/INST] La expresión cron es 0 * 1-5 * * .[/END]", gestorjobs
"[INST] ¿Cuál sería la expresión cron para una tarea que se ejecute a las 3:00 PM todos los días excepto los sábados? [/INST] La expresión cron es 0 15 * * 0-6 .[/END]", gestorjobs
"[INST] Si quiero una tarea que se ejecute cada 10 minutos pero solo durante los meses de primavera (marzo, abril y mayo), ¿cómo se expresaría en cron? [/INST] La expresión cron es */10 * * 3-5 * .[/END]", gestorjobs
"[INST] ¿Cómo se expresaría en cron una tarea que se ejecuta cada 3 horas pero solo los días 10 y 20 de cada mes? [/INST] La expresión cron es 0 */3 10,20 * * .[/END]", gestorjobs
"[INST] ¿Cuál sería la expresión cron para una tarea que se ejecute a las 6:00 AM solo los lunes? [/INST] La expresión cron es 0 6 * * 1 .[/END]", gestorjobs
"[INST] Si quiero una tarea que se ejecute cada 15 minutos pero solo los días impares del mes, ¿cómo se expresaría en cron? [/INST] La expresión cron es */15 * */2 * * .[/END]", gestorjobs
"[INST] ¿Cómo se expresaría en cron una tarea que se ejecuta cada 20 minutos pero solo los días pares del mes? [/INST] La expresión cron es */20 * */2 * * .[/END]", gestorjobs
"[INST] Si quiero una tarea que se ejecute cada 10 minutos pero solo los días pares del mes, ¿cómo se expresaría en cron? [/INST] La expresión cron es */10 * */2 * * .[/END]", gestorjobs
"[INST] ¿Cuál sería la expresión cron para una tarea que se ejecute a las 9:00 AM los días laborables pero no los viernes? [/INST] La expresión cron es 0 9 * * 1-4 .[/END]", gestorjobs
"[INST] Si quiero una tarea que se ejecute cada 30 minutos pero solo durante las últimas 4 horas del día, ¿cómo se expresaría en cron? [/INST] La expresión cron es */30 20-23 * * * .[/END]", gestorjobs
"[INST] ¿Cómo se expresaría en cron una tarea que se ejecuta cada hora durante los primeros 5 días de la semana? [/INST] La expresión cron es 0 * 1-5 * * .[/END]", gestorjobs
"[INST] ¿Cuál sería la expresión cron para una tarea que se ejecute a las 3:00 PM todos los días excepto los sábados? [/INST] La expresión cron es 0 15 * * 0-6 .[/END]", gestorjobs
"[INST] Si quiero una tarea que se ejecute cada 10 minutos pero solo durante los meses de primavera (marzo, abril y mayo), ¿cómo se expresaría en cron? [/INST] La expresión cron es */10 * * 3-5 * .[/END]", gestorjobs
"[INST] ¿Cómo se expresaría en cron una tarea que se ejecuta cada 3 horas pero solo los días 10 y 20 de cada mes? [/INST] La expresión cron es 0 */3 10,20 * * .[/END]", gestorjobs
"[INST] ¿Cuál sería la expresión cron para una tarea que se ejecute a las 6:00 AM solo los lunes? [/INST] La expresión cron es 0 6 * * 1 .[/END]", gestorjobs
"[INST] Si quiero una tarea que se ejecute cada 15 minutos pero solo los días impares del mes, ¿cómo se expresaría en cron? [/INST] La expresión cron es */15 * */2 * * .[/END]", gestorjobs
"[INST] ¿Cómo se expresaría en cron una tarea que se ejecuta cada 20 minutos pero solo los días pares del mes? [/INST] La expresión cron es */20 * */2 * * .[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada hora, ¿cómo lo hago en cron? [/INST] En cron, simplemente escribirías 0 * * * * .[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada día a las 9:30 AM? [/INST] Claro, en cron, usarías la expresión 30 9 * * * .[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada semana, ¿cómo se hace en cron? [/INST] En cron, podrías escribir 0 0 * * 0 .[/END]", gestorjobs
"[INST] ¿Cómo puedo hacer que una tarea se ejecute cada mes el día 15 a las 5:00 PM? [/INST] En cron, sería algo así como 0 17 15 * * .[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada año el primer día del mes a las 8:00 AM, ¿cómo se hace? [/INST] En cron, usarías 0 8 1 * * .[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada minuto? [/INST] En cron, simplemente usarías * * * * * .[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada noche a las 11:00 PM, ¿cómo lo hago en cron? [/INST] En cron, escribirías algo como 0 23 * * * .[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada 6 horas? [/INST] Claro, en cron, usarías algo como 0 */6 * * * .[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada domingo a las 3:00 PM, ¿cómo lo hago en cron? [/INST] En cron, sería algo así como 0 15 * * 0 .[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada día a las 2:30 AM? [/INST] En cron, simplemente usarías 30 2 * * * .[/END]", gestorjobs
"[INST] ¿Cómo puedo hacer que una tarea se ejecute cada 15 minutos? [/INST] La expresión cron es */15 * * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 8:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 8 * * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada hora? [/INST] La expresión cron es 0 * * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los lunes a las 10:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 10 * * 1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada mes el día 1 a las 12:00 PM? [/INST] La expresión cron es 0 12 1 * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada año el 1 de enero a las 12:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 0 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada día a las 6:30 PM? [/INST] La expresión cron es 30 18 * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los viernes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada año el día 25 de diciembre a las 8:00 AM? [/INST] La expresión cron es 0 8 25 12 *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 11:30 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 30 23 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo hacer que una tarea se ejecute cada 30 minutos? [/INST] La expresión cron es */30 * * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 7:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 7 * * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada hora? [/INST] La expresión cron es 0 * * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los lunes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada mes el día 1 a las 12:00 PM? [/INST] La expresión cron es 0 12 1 * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada año el 1 de enero a las 12:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 0 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada día a las 6:30 PM? [/INST] La expresión cron es 30 18 * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los viernes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada año el día 25 de diciembre a las 8:00 AM? [/INST] La expresión cron es 0 8 25 12 *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 11:30 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 30 23 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea que se ejecute cada hora? [/INST] La expresión cron es 0 * * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 8:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 8 * * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada día a las 12:00 PM? [/INST] La expresión cron es 0 12 * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los lunes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada semana los domingos a las 6:00 AM? [/INST] La expresión cron es 0 6 * * 0.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada mes el día 15 a las 3:00 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 15 15 * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada año el 1 de enero a las 12:00 AM? [/INST] La expresión cron es 0 0 1 1 *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los viernes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada año el día 25 de diciembre a las 8:00 AM? [/INST] La expresión cron es 0 8 25 12 *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 11:30 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 30 23 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea que se ejecute cada 15 minutos? [/INST] La expresión cron es */15 * * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 7:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 7 * * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada hora? [/INST] La expresión cron es 0 * * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los lunes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada semana los domingos a las 6:00 AM? [/INST] La expresión cron es 0 6 * * 0.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada mes el día 15 a las 3:00 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 15 15 * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada año el 1 de enero a las 12:00 AM? [/INST] La expresión cron es 0 0 1 1 *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los viernes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada año el día 25 de diciembre a las 8:00 AM? [/INST] La expresión cron es 0 8 25 12 *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 11:30 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 30 23 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea que se ejecute cada 30 minutos? [/INST] La expresión cron es */30 * * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 8:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 8 * * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada hora? [/INST] La expresión cron es 0 * * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los lunes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada semana los domingos a las 6:00 AM? [/INST] La expresión cron es 0 6 * * 0.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada mes el día 15 a las 3:00 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 15 15 * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada año el 1 de enero a las 12:00 AM? [/INST] La expresión cron es 0 0 1 1 *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los viernes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada año el día 25 de diciembre a las 8:00 AM? [/INST] La expresión cron es 0 8 25 12 *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 11:30 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 30 23 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea para que se ejecute cada 10 minutos? [/INST] La expresión cron es */10 * * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 7:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 7 * * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada hora? [/INST] La expresión cron es 0 * * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los lunes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada semana los domingos a las 6:00 AM? [/INST] La expresión cron es 0 6 * * 0.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada mes el día 15 a las 3:00 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 15 15 * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea para que se ejecute cada 20 minutos? [/INST] La expresión cron es */20 * * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 6:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 6 * * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada hora? [/INST] La expresión cron es 0 * * * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los lunes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 1.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada semana los domingos a las 6:00 AM? [/INST] La expresión cron es 0 6 * * 0.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada mes el día 15 a las 3:00 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 15 15 * *.[/END]", gestorjobs
"[INST] ¿Puedes decirme cómo se programa una tarea para que se ejecute cada año el 1 de enero a las 12:00 AM? [/INST] La expresión cron es 0 0 1 1 *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los viernes a las 9:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 9 * * 5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada año el día 25 de diciembre a las 8:00 AM? [/INST] La expresión cron es 0 8 25 12 *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute todos los días a las 11:30 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 30 23 * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada hora en punto, ¿cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 * * * *.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada año el 1 de enero a medianoche? [/INST] La expresión cron es 0 0 1 1 *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada minuto, ¿cuál sería la expresión cron adecuada? [/INST] La expresión cron es * * * * *.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute el primer día de cada mes a las 6:00 AM? [/INST] La expresión cron es 0 6 1 * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 30 minutos, ¿cómo lo hago en cron? [/INST] La expresión cron es */30 * * * *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada semana el sábado a las 9:00 PM? [/INST] La expresión cron es 0 21 * * 6.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea para que se ejecute cada año el día de mi cumpleaños a las 12:00 PM? [/INST] La expresión cron es 0 12 * * * (aquí el día y mes de tu cumpleaños).[ /END]", gestorjobs
"[INST] Necesito una tarea que se ejecute todos los días laborables a las 10:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 10 * * 1-5.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada quince minutos? [/INST] La expresión cron es */15 * * * *.[/END]", gestorjobs
"[INST] Quiero programar una tarea que se ejecute el último día de cada mes a medianoche, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 0 L * *.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute todos los días a las 3:30 PM? [/INST] La expresión cron es 30 15 * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 5 minutos, ¿cuál es la expresión cron adecuada? [/INST] La expresión cron es */5 * * * *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada hora a las 15 minutos? [/INST] La expresión cron es 15 * * * *.[/END]", gestorjobs
"[INST] Necesito programar una tarea para que se ejecute el primer día laborable de cada mes a las 8:00 AM, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 8 * * 1-5.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada día a las 12:00 AM? [/INST] La expresión cron es 0 0 * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 10 minutos durante las horas laborables, ¿cómo lo hago en cron? [/INST] La expresión cron es */10 9-17 * * 1-5.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada año el último día de diciembre a las 11:59 PM? [/INST] La expresión cron es 59 23 31 12 *.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea para que se ejecute cada fin de semana a las 7:30 AM? [/INST] La expresión cron es 30 7 * * 6,0.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada hora los días impares del mes, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 * */2 * *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada día a las 4:45 PM durante la semana laboral? [/INST] La expresión cron es 45 16 * * 1-5.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 2 horas, ¿cuál es la expresión cron correspondiente? [/INST] La expresión cron es 0 */2 * * *.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute el primer día de cada mes a las 12:00 PM? [/INST] La expresión cron es 0 12 1 * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 10 segundos, ¿cuál sería la expresión cron adecuada? [/INST] La expresión cron es * * * * * *.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 15 minutos durante las horas pares? [/INST] La expresión cron es */15 */2 * * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada día a las 11:11 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 11 23 * * *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada año el último viernes de noviembre a las 8:00 AM? [/INST] La expresión cron es 0 8 * 11 5.[/END]", gestorjobs
"[INST] ¿Cómo puedo programar una tarea para que se ejecute cada 3 horas, pero solo los días pares del mes? [/INST] La expresión cron es 0 */3 */2 * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 30 segundos, ¿cómo lo hago en cron? [/INST] La expresión cron es * * * * * *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada año el primer día de marzo a las 6:30 AM? [/INST] La expresión cron es 30 6 1 3 *.[/END]", gestorjobs
"[INST] Quiero programar una tarea que se ejecute cada domingo y miércoles a las 9:45 PM, ¿cómo lo hago en cron? [/INST] La expresión cron es 45 21 * * 0,3.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute cada 5 días a las 10:30 AM? [/INST] La expresión cron es 30 10 */5 * *.[/END]", gestorjobs
"[INST] Necesito una tarea que se ejecute cada 2 horas durante los días laborables, ¿cómo lo hago en cron? [/INST] La expresión cron es 0 */2 * * 1-5.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 10 minutos, pero solo los días impares del mes, ¿cuál es la expresión cron correspondiente? [/INST] La expresión cron es */10 * */2 * *.[/END]", gestorjobs
"[INST] ¿Cómo se programa una tarea para que se ejecute todos los días a las 4:00 AM, pero solo en diciembre? [/INST] La expresión cron es 0 4 * 12 *.[/END]", gestorjobs
"[INST] ¿Cuál es la expresión cron para ejecutar una tarea cada mes el día 20 a las 8:15 AM? [/INST] La expresión cron es 15 8 20 * *.[/END]", gestorjobs
"[INST] Quiero que una tarea se ejecute cada 3 minutos durante la primera hora de cada día, ¿cómo lo hago en cron? [/INST] La expresión cron es */3 0 * * *.[/END]", gestorjobs
